Invoice_ID,Client_Name,Region,Invoice_Amount,Payment_Status,Due_Date,Payment_Date,Delay_Days
INV0397,XYZ Corp,West,21447,Pending,18-01-2024,,
INV0398,ABC Pvt Ltd,East,10215,Pending,09-02-2024,,
INV0399,Omega Inc,South,29963,Paid,18-01-2024,20-01-2024,2
INV0400,Delta Ltd,South,1631,Pending,07-01-2024,,
INV0401,Omega Inc,East,46323,Paid,23-01-2024,01-02-2024,9
INV0402,ABC Pvt Ltd,East,13264,Pending,24-01-2024,,
INV0403,Omega Inc,East,35921,Paid,15-01-2024,11-01-2024,-4
INV0404,Alpha Co,South,9319,Paid,16-01-2024,22-01-2024,6
INV0405,Delta Ltd,South,6261,Pending,10-01-2024,,
INV0406,Alpha Co,West,4630,Paid,02-01-2024,10-01-2024,8
INV0407,ABC Pvt Ltd,East,37209,Pending,04-01-2024,,
INV0408,Alpha Co,West,12497,Pending,02-01-2024,,
INV0409,XYZ Corp,East,16345,Paid,26-01-2024,21-01-2024,-5
INV0410,Alpha Co,North,14014,Paid,21-02-2024,26-02-2024,5
INV0411,Alpha Co,North,12253,Pending,22-02-2024,,
INV0412,Omega Inc,North,13566,Paid,10-02-2024,09-02-2024,-1
INV0413,ABC Pvt Ltd,North,12830,Pending,18-01-2024,,
INV0414,Omega Inc,North,30136,Paid,04-02-2024,08-02-2024,4
INV0415,Alpha Co,North,22329,Paid,11-02-2024,14-02-2024,3
INV0416,Omega Inc,South,6433,Paid,04-02-2024,01-02-2024,-3
INV0417,XYZ Corp,South,20165,Pending,17-02-2024,,
INV0418,Alpha Co,South,8598,Pending,02-02-2024,,
INV0419,ABC Pvt Ltd,North,28223,Paid,24-01-2024,31-01-2024,7
INV0420,Alpha Co,West,3073,Paid,06-02-2024,14-02-2024,8
INV0421,Alpha Co,West,26553,Paid,07-01-2024,12-01-2024,5
INV0422,Alpha Co,North,21925,Paid,03-01-2024,30-12-2023,-4
INV0423,Alpha Co,South,38994,Paid,03-02-2024,30-01-2024,-4
INV0424,ABC Pvt Ltd,South,10709,Pending,03-02-2024,,
INV0425,Alpha Co,South,17500,Pending,15-02-2024,,
INV0426,Delta Ltd,North,48492,Pending,26-01-2024,,
INV0427,Omega Inc,East,19189,Paid,03-02-2024,05-02-2024,2
INV0428,ABC Pvt Ltd,South,47993,Paid,27-01-2024,31-01-2024,4
INV0429,XYZ Corp,East,20660,Paid,27-02-2024,24-02-2024,-3
INV0430,Omega Inc,West,16071,Paid,21-01-2024,17-01-2024,-4
INV0431,XYZ Corp,North,43717,Paid,12-01-2024,19-01-2024,7
INV0432,XYZ Corp,North,44388,Pending,08-02-2024,,
INV0433,Delta Ltd,South,39826,Pending,18-01-2024,,
INV0434,XYZ Corp,North,3467,Paid,15-01-2024,20-01-2024,5
INV0435,Delta Ltd,South,47638,Paid,12-01-2024,07-01-2024,-5
INV0436,Omega Inc,South,9573,Pending,10-02-2024,,
INV0437,Delta Ltd,East,21605,Pending,21-02-2024,,
INV0438,Alpha Co,South,32165,Paid,23-02-2024,20-02-2024,-3
INV0439,ABC Pvt Ltd,West,2337,Pending,29-01-2024,,
INV0440,ABC Pvt Ltd,North,14829,Paid,21-02-2024,20-02-2024,-1
INV0441,Alpha Co,South,26670,Pending,12-02-2024,,
INV0442,Omega Inc,East,41415,Pending,19-01-2024,,
INV0443,Alpha Co,North,18130,Paid,23-02-2024,18-02-2024,-5
INV0444,ABC Pvt Ltd,West,37266,Paid,25-02-2024,24-02-2024,-1
INV0445,ABC Pvt Ltd,West,15152,Pending,04-02-2024,,
INV0446,ABC Pvt Ltd,East,38765,Pending,18-01-2024,,
INV0447,Delta Ltd,East,42798,Paid,08-01-2024,14-01-2024,6
INV0448,XYZ Corp,West,8819,Paid,07-01-2024,08-01-2024,1
INV0449,Delta Ltd,South,36811,Pending,30-01-2024,,
INV0450,Omega Inc,South,22004,Pending,03-01-2024,,
INV0451,Alpha Co,West,27836,Pending,06-02-2024,,
INV0452,Omega Inc,North,45285,Paid,20-01-2024,24-01-2024,4
INV0453,Delta Ltd,East,49517,Pending,18-01-2024,,
INV0454,Delta Ltd,North,32866,Pending,11-01-2024,,
INV0455,Alpha Co,North,23047,Pending,29-01-2024,,
INV0456,Omega Inc,East,43955,Pending,22-01-2024,,
INV0457,Omega Inc,North,23611,Paid,05-01-2024,09-01-2024,4
INV0458,XYZ Corp,West,21277,Pending,21-02-2024,,
INV0459,XYZ Corp,West,39480,Paid,26-01-2024,24-01-2024,-2
INV0460,XYZ Corp,East,14734,Pending,23-01-2024,,
INV0461,Omega Inc,South,23371,Pending,06-01-2024,,
INV0462,Delta Ltd,West,49931,Pending,16-02-2024,,
INV0463,Omega Inc,East,44686,Pending,05-02-2024,,
INV0464,ABC Pvt Ltd,West,43212,Pending,23-01-2024,,
INV0465,ABC Pvt Ltd,North,11414,Pending,07-01-2024,,
INV0466,Alpha Co,West,32104,Pending,31-01-2024,,
INV0467,XYZ Corp,South,6572,Paid,25-02-2024,24-02-2024,-1
INV0468,Alpha Co,North,23824,Paid,15-01-2024,19-01-2024,4
INV0469,Alpha Co,West,48865,Paid,21-02-2024,20-02-2024,-1
INV0470,Omega Inc,West,4888,Paid,02-02-2024,06-02-2024,4
INV0471,Delta Ltd,East,45308,Paid,17-01-2024,20-01-2024,3
INV0472,XYZ Corp,North,8494,Paid,06-02-2024,13-02-2024,7
INV0473,ABC Pvt Ltd,West,48454,Pending,09-01-2024,,
INV0474,Omega Inc,North,11782,Paid,14-02-2024,13-02-2024,-1
INV0475,ABC Pvt Ltd,South,39013,Pending,26-01-2024,,
INV0476,XYZ Corp,West,33692,Paid,12-01-2024,16-01-2024,4
INV0477,ABC Pvt Ltd,West,30159,Paid,24-01-2024,22-01-2024,-2
INV0478,ABC Pvt Ltd,South,46287,Paid,28-01-2024,02-02-2024,5
INV0479,ABC Pvt Ltd,North,31435,Pending,28-01-2024,,
INV0480,ABC Pvt Ltd,West,8726,Paid,07-01-2024,04-01-2024,-3
INV0481,XYZ Corp,East,20204,Pending,12-02-2024,,
INV0482,ABC Pvt Ltd,South,27491,Paid,17-02-2024,21-02-2024,4
INV0483,Delta Ltd,North,31107,Pending,06-01-2024,,
INV0484,Alpha Co,West,44487,Paid,30-01-2024,25-01-2024,-5
INV0485,Delta Ltd,West,27257,Pending,08-01-2024,,
INV0486,ABC Pvt Ltd,West,19316,Pending,17-02-2024,,
INV0487,XYZ Corp,West,41636,Pending,26-02-2024,,
INV0488,ABC Pvt Ltd,South,18004,Paid,10-01-2024,16-01-2024,6
INV0489,Omega Inc,East,29959,Paid,21-01-2024,21-01-2024,0
INV0490,XYZ Corp,South,8930,Paid,11-01-2024,17-01-2024,6
INV0491,Omega Inc,West,36295,Pending,10-02-2024,,
INV0492,ABC Pvt Ltd,East,44233,Paid,08-01-2024,10-01-2024,2
INV0493,Delta Ltd,South,40127,Paid,20-01-2024,18-01-2024,-2
INV0494,Delta Ltd,West,25344,Pending,16-01-2024,,
INV0495,Alpha Co,East,42905,Pending,21-01-2024,,
INV0496,Delta Ltd,South,22904,Paid,28-01-2024,28-01-2024,0
INV0497,ABC Pvt Ltd,West,28792,Pending,15-02-2024,,
INV0498,ABC Pvt Ltd,North,18147,Paid,07-01-2024,15-01-2024,8
INV0499,Omega Inc,East,38625,Pending,24-02-2024,,
INV0500,Alpha Co,West,5242,Pending,16-01-2024,,
INV0501,Omega Inc,East,6296,Pending,28-01-2024,,
INV0502,XYZ Corp,South,31903,Pending,29-01-2024,,
INV0503,Alpha Co,South,25307,Paid,17-02-2024,24-02-2024,7
INV0504,Omega Inc,East,30708,Pending,29-01-2024,,
INV0505,Alpha Co,East,16011,Pending,17-02-2024,,
INV0506,Alpha Co,North,10493,Paid,18-02-2024,25-02-2024,7
INV0507,XYZ Corp,East,38038,Paid,07-01-2024,10-01-2024,3
INV0508,Alpha Co,South,7419,Paid,12-01-2024,21-01-2024,9
INV0509,XYZ Corp,East,36886,Paid,09-02-2024,15-02-2024,6
INV0510,Alpha Co,South,31671,Paid,24-01-2024,02-02-2024,9
INV0511,Delta Ltd,North,23047,Pending,12-01-2024,,
INV0512,XYZ Corp,East,20845,Paid,19-02-2024,28-02-2024,9
INV0513,XYZ Corp,North,47747,Pending,28-01-2024,,
INV0514,Omega Inc,South,20835,Pending,16-02-2024,,
INV0515,ABC Pvt Ltd,South,32535,Pending,06-01-2024,,
INV0516,ABC Pvt Ltd,North,17490,Paid,27-02-2024,22-02-2024,-5
INV0517,Omega Inc,East,32085,Paid,21-01-2024,21-01-2024,0
INV0518,Alpha Co,West,22233,Pending,25-01-2024,,
INV0519,XYZ Corp,North,46256,Paid,18-02-2024,19-02-2024,1
INV0520,Alpha Co,West,13844,Pending,18-01-2024,,
INV0521,ABC Pvt Ltd,North,21649,Paid,22-02-2024,17-02-2024,-5
INV0522,XYZ Corp,South,11523,Pending,14-01-2024,,
INV0523,XYZ Corp,North,11351,Paid,02-02-2024,06-02-2024,4
INV0524,XYZ Corp,South,45191,Paid,08-02-2024,12-02-2024,4
INV0525,Omega Inc,South,49712,Pending,17-01-2024,,
INV0526,Omega Inc,West,27696,Paid,09-01-2024,08-01-2024,-1
INV0527,Omega Inc,South,13783,Paid,21-01-2024,26-01-2024,5
INV0528,Delta Ltd,South,1722,Paid,14-02-2024,14-02-2024,0
INV0529,Delta Ltd,East,49250,Paid,03-02-2024,12-02-2024,9
INV0530,XYZ Corp,South,12852,Paid,05-01-2024,31-12-2023,-5
INV0531,Omega Inc,West,47898,Paid,28-01-2024,26-01-2024,-2
INV0532,Alpha Co,East,25203,Paid,20-02-2024,28-02-2024,8
INV0533,Alpha Co,East,24577,Pending,14-01-2024,,
INV0534,Delta Ltd,South,46710,Pending,11-02-2024,,
INV0535,Delta Ltd,South,42541,Pending,23-01-2024,,
INV0536,XYZ Corp,West,17354,Paid,04-01-2024,05-01-2024,1
INV0537,Alpha Co,North,3694,Paid,27-02-2024,24-02-2024,-3
INV0538,Alpha Co,West,15358,Paid,05-02-2024,31-01-2024,-5
INV0539,ABC Pvt Ltd,West,25089,Pending,24-02-2024,,
INV0540,Delta Ltd,North,25582,Paid,03-02-2024,05-02-2024,2
INV0541,ABC Pvt Ltd,South,39692,Pending,28-02-2024,,
INV0542,Delta Ltd,East,23985,Paid,20-01-2024,19-01-2024,-1
INV0543,Omega Inc,West,42902,Paid,06-01-2024,15-01-2024,9
INV0544,Alpha Co,North,4152,Paid,12-02-2024,08-02-2024,-4
INV0545,Omega Inc,South,47156,Pending,12-01-2024,,
INV0546,Omega Inc,North,26064,Paid,27-01-2024,30-01-2024,3
INV0547,Omega Inc,West,2996,Paid,16-02-2024,18-02-2024,2
INV0548,Delta Ltd,South,14363,Paid,17-01-2024,21-01-2024,4
INV0549,Alpha Co,West,30540,Pending,16-01-2024,,
INV0550,ABC Pvt Ltd,North,30599,Paid,13-01-2024,08-01-2024,-5
INV0551,ABC Pvt Ltd,North,19317,Pending,30-01-2024,,
INV0552,ABC Pvt Ltd,East,43288,Paid,23-01-2024,21-01-2024,-2
INV0553,XYZ Corp,North,36026,Paid,03-01-2024,31-12-2023,-3
INV0554,XYZ Corp,East,21172,Pending,13-02-2024,,
INV0555,ABC Pvt Ltd,West,12706,Pending,24-01-2024,,
INV0556,Omega Inc,East,47025,Paid,06-02-2024,07-02-2024,1
INV0557,Alpha Co,North,14788,Paid,22-01-2024,17-01-2024,-5
INV0558,Delta Ltd,South,35616,Pending,03-01-2024,,
INV0559,Omega Inc,East,44357,Paid,01-02-2024,30-01-2024,-2
INV0560,XYZ Corp,North,39223,Paid,04-02-2024,13-02-2024,9
INV0561,Delta Ltd,South,16051,Pending,17-01-2024,,
INV0562,Omega Inc,South,38778,Pending,09-02-2024,,
INV0563,ABC Pvt Ltd,South,28366,Pending,06-02-2024,,
INV0564,Delta Ltd,East,22188,Pending,21-01-2024,,
INV0565,ABC Pvt Ltd,West,32758,Paid,04-02-2024,02-02-2024,-2
INV0566,ABC Pvt Ltd,South,6489,Paid,26-01-2024,29-01-2024,3
INV0567,XYZ Corp,West,13298,Paid,08-01-2024,06-01-2024,-2
INV0568,Omega Inc,South,18390,Paid,17-02-2024,18-02-2024,1
INV0569,XYZ Corp,North,30682,Pending,27-02-2024,,
INV0570,XYZ Corp,South,9700,Paid,13-01-2024,15-01-2024,2
INV0571,XYZ Corp,North,20373,Paid,18-02-2024,13-02-2024,-5
INV0572,Omega Inc,East,44455,Pending,28-02-2024,,
INV0573,Delta Ltd,East,14612,Pending,10-02-2024,,
INV0574,ABC Pvt Ltd,East,4482,Pending,23-02-2024,,
INV0575,Alpha Co,North,24800,Paid,22-02-2024,23-02-2024,1
INV0576,ABC Pvt Ltd,North,23132,Paid,25-01-2024,22-01-2024,-3
INV0577,Omega Inc,East,21901,Pending,25-01-2024,,
INV0578,XYZ Corp,West,15749,Pending,25-02-2024,,
INV0579,Alpha Co,North,20445,Paid,31-01-2024,30-01-2024,-1
INV0580,Omega Inc,East,21253,Paid,29-02-2024,26-02-2024,-3
INV0581,XYZ Corp,East,37647,Paid,23-01-2024,01-02-2024,9
INV0582,Delta Ltd,North,31932,Pending,23-01-2024,,
INV0583,ABC Pvt Ltd,North,27166,Pending,27-01-2024,,
INV0584,ABC Pvt Ltd,East,49713,Pending,15-02-2024,,
INV0585,ABC Pvt Ltd,North,43555,Paid,18-01-2024,23-01-2024,5
INV0586,Alpha Co,East,4137,Pending,13-01-2024,,
INV0587,Omega Inc,East,38227,Pending,15-01-2024,,
INV0588,XYZ Corp,West,42216,Paid,28-01-2024,23-01-2024,-5
INV0589,Alpha Co,South,18761,Pending,28-02-2024,,
INV0590,XYZ Corp,West,32323,Paid,23-02-2024,29-02-2024,6
INV0591,Alpha Co,North,4816,Pending,27-01-2024,,
INV0592,Delta Ltd,West,19804,Paid,26-01-2024,23-01-2024,-3
INV0593,Omega Inc,East,26767,Pending,01-02-2024,,
INV0594,ABC Pvt Ltd,East,24698,Pending,10-02-2024,,
INV0595,Alpha Co,West,30830,Paid,23-01-2024,24-01-2024,1
INV0596,Omega Inc,North,28267,Paid,21-01-2024,30-01-2024,9
INV0597,Omega Inc,North,11496,Pending,07-02-2024,,
INV0598,XYZ Corp,East,25820,Paid,09-02-2024,15-02-2024,6
INV0599,Delta Ltd,South,39313,Paid,07-01-2024,07-01-2024,0
INV0600,Alpha Co,East,42268,Paid,22-01-2024,19-01-2024,-3
INV0601,Delta Ltd,East,39898,Paid,15-02-2024,20-02-2024,5
INV0602,ABC Pvt Ltd,South,42298,Paid,29-01-2024,07-02-2024,9
INV0603,Omega Inc,East,27031,Pending,31-01-2024,,
INV0604,Delta Ltd,North,28771,Pending,03-01-2024,,
INV0605,XYZ Corp,East,36441,Paid,02-01-2024,08-01-2024,6
INV0606,Alpha Co,West,23061,Paid,28-02-2024,24-02-2024,-4
INV0607,Omega Inc,West,34659,Paid,17-02-2024,14-02-2024,-3
INV0608,Omega Inc,West,25556,Pending,14-02-2024,,
INV0609,XYZ Corp,East,1696,Pending,20-02-2024,,
INV0610,Omega Inc,East,15178,Paid,04-02-2024,12-02-2024,8
INV0611,XYZ Corp,South,47383,Paid,14-01-2024,21-01-2024,7
INV0612,Delta Ltd,West,45113,Paid,04-01-2024,05-01-2024,1
INV0613,XYZ Corp,East,30735,Paid,02-01-2024,07-01-2024,5
INV0614,ABC Pvt Ltd,South,43984,Paid,29-01-2024,05-02-2024,7
INV0615,Omega Inc,West,14493,Paid,27-02-2024,29-02-2024,2
INV0616,Delta Ltd,East,49724,Pending,15-02-2024,,
INV0617,Omega Inc,East,20662,Paid,03-01-2024,10-01-2024,7
INV0618,ABC Pvt Ltd,West,18459,Pending,18-01-2024,,
INV0619,Omega Inc,North,41396,Pending,10-02-2024,,
INV0620,XYZ Corp,North,26066,Paid,17-02-2024,15-02-2024,-2
INV0621,XYZ Corp,North,18229,Paid,22-01-2024,30-01-2024,8
INV0622,XYZ Corp,North,4113,Pending,28-01-2024,,
INV0623,XYZ Corp,North,27147,Pending,24-02-2024,,
INV0624,Delta Ltd,East,15485,Paid,07-01-2024,06-01-2024,-1
INV0625,Alpha Co,East,27463,Paid,16-01-2024,17-01-2024,1
INV0626,ABC Pvt Ltd,North,41253,Paid,04-01-2024,05-01-2024,1
INV0627,ABC Pvt Ltd,East,39947,Pending,26-01-2024,,
INV0628,Omega Inc,West,15881,Pending,13-01-2024,,
INV0629,Omega Inc,North,42122,Pending,09-01-2024,,
INV0630,Alpha Co,South,12613,Pending,29-02-2024,,
INV0631,XYZ Corp,South,43556,Paid,05-01-2024,07-01-2024,2
INV0632,Omega Inc,East,1867,Pending,12-02-2024,,
INV0633,Omega Inc,North,24804,Pending,10-01-2024,,
INV0634,ABC Pvt Ltd,South,41085,Pending,19-02-2024,,
INV0635,Omega Inc,West,14812,Pending,21-01-2024,,
INV0636,XYZ Corp,West,17858,Pending,23-02-2024,,
INV0637,Delta Ltd,South,13303,Paid,13-01-2024,21-01-2024,8
INV0638,ABC Pvt Ltd,West,15832,Paid,31-01-2024,26-01-2024,-5
INV0639,ABC Pvt Ltd,West,22206,Paid,01-02-2024,05-02-2024,4
INV0640,ABC Pvt Ltd,South,12665,Pending,16-02-2024,,
INV0641,XYZ Corp,East,48198,Pending,07-02-2024,,
INV0642,Delta Ltd,East,43768,Pending,18-01-2024,,
INV0643,ABC Pvt Ltd,East,11088,Paid,24-02-2024,25-02-2024,1
INV0644,XYZ Corp,South,49516,Pending,14-02-2024,,
INV0645,XYZ Corp,North,13618,Paid,03-02-2024,12-02-2024,9
INV0646,Delta Ltd,North,19666,Paid,23-01-2024,27-01-2024,4
INV0647,XYZ Corp,South,25926,Paid,18-02-2024,26-02-2024,8
INV0648,XYZ Corp,North,17559,Paid,19-01-2024,17-01-2024,-2
INV0649,ABC Pvt Ltd,East,34242,Pending,18-01-2024,,
INV0650,Omega Inc,West,18225,Paid,03-01-2024,30-12-2023,-4
INV0651,XYZ Corp,East,4999,Pending,28-02-2024,,
INV0652,XYZ Corp,South,39983,Pending,10-02-2024,,
INV0653,Delta Ltd,East,17507,Pending,03-02-2024,,
INV0654,XYZ Corp,East,29698,Pending,08-01-2024,,
INV0655,Omega Inc,South,34961,Paid,10-02-2024,17-02-2024,7
INV0656,XYZ Corp,South,7489,Paid,03-01-2024,30-12-2023,-4
INV0657,Alpha Co,West,14527,Paid,06-01-2024,05-01-2024,-1
INV0658,Omega Inc,East,1386,Paid,02-01-2024,31-12-2023,-2
INV0659,Omega Inc,West,46949,Pending,26-02-2024,,
INV0660,Delta Ltd,South,35991,Pending,09-02-2024,,
INV0661,Delta Ltd,West,32049,Pending,08-02-2024,,
INV0662,XYZ Corp,South,44393,Paid,23-01-2024,01-02-2024,9
INV0663,Delta Ltd,South,27396,Pending,12-01-2024,,
INV0664,Delta Ltd,East,37487,Paid,15-01-2024,18-01-2024,3
INV0665,Delta Ltd,South,15742,Paid,23-02-2024,21-02-2024,-2
INV0666,XYZ Corp,East,32668,Paid,05-01-2024,05-01-2024,0
INV0667,XYZ Corp,North,34426,Paid,06-02-2024,02-02-2024,-4
INV0668,Omega Inc,East,43638,Paid,08-02-2024,04-02-2024,-4
INV0669,Alpha Co,West,2527,Paid,01-02-2024,04-02-2024,3
INV0670,Alpha Co,East,31088,Paid,25-01-2024,29-01-2024,4
INV0671,XYZ Corp,North,46180,Paid,27-01-2024,01-02-2024,5
INV0672,Delta Ltd,West,40390,Paid,01-02-2024,02-02-2024,1
INV0673,ABC Pvt Ltd,North,49537,Pending,26-01-2024,,
INV0674,XYZ Corp,North,13553,Pending,26-01-2024,,
INV0675,XYZ Corp,West,24649,Paid,20-01-2024,29-01-2024,9
INV0676,XYZ Corp,East,39624,Paid,26-02-2024,06-03-2024,9
INV0677,Delta Ltd,South,15298,Pending,12-01-2024,,
INV0678,XYZ Corp,South,4323,Paid,28-02-2024,29-02-2024,1
INV0679,Omega Inc,West,29819,Pending,25-02-2024,,
INV0680,Alpha Co,South,25543,Paid,06-01-2024,04-01-2024,-2
INV0681,Alpha Co,West,36351,Pending,01-02-2024,,
INV0682,ABC Pvt Ltd,East,17381,Paid,24-01-2024,21-01-2024,-3
INV0683,Delta Ltd,South,49302,Pending,25-02-2024,,
INV0684,Omega Inc,East,15036,Paid,04-01-2024,31-12-2023,-4
INV0685,Delta Ltd,South,15192,Pending,08-02-2024,,
INV0686,Alpha Co,West,48642,Pending,23-02-2024,,
INV0687,Delta Ltd,South,3762,Pending,25-02-2024,,
INV0688,Alpha Co,East,45843,Pending,20-02-2024,,
INV0689,Omega Inc,South,38385,Pending,09-01-2024,,
INV0690,ABC Pvt Ltd,South,10479,Pending,11-01-2024,,
INV0691,XYZ Corp,East,22207,Pending,02-02-2024,,
INV0692,Alpha Co,West,46328,Pending,16-01-2024,,
INV0693,Alpha Co,East,23645,Pending,25-02-2024,,
INV0694,Alpha Co,West,46359,Paid,20-01-2024,15-01-2024,-5
INV0695,ABC Pvt Ltd,South,22496,Pending,17-01-2024,,
INV0696,Alpha Co,South,39462,Paid,29-01-2024,02-02-2024,4
INV0697,Alpha Co,East,17701,Pending,31-01-2024,,
INV0698,Delta Ltd,West,22072,Pending,19-01-2024,,
INV0699,Alpha Co,South,6114,Pending,26-02-2024,,
INV0700,XYZ Corp,East,41513,Pending,20-02-2024,,
INV0701,Omega Inc,North,46418,Paid,13-02-2024,20-02-2024,7
INV0702,XYZ Corp,South,33626,Paid,04-01-2024,10-01-2024,6
INV0703,Omega Inc,East,42644,Paid,13-01-2024,12-01-2024,-1
INV0704,ABC Pvt Ltd,North,40098,Pending,28-02-2024,,
INV0705,XYZ Corp,South,23302,Pending,06-01-2024,,
INV0706,Alpha Co,West,34719,Paid,07-02-2024,04-02-2024,-3
INV0707,Delta Ltd,South,40963,Pending,19-02-2024,,
INV0708,Omega Inc,South,27776,Paid,30-01-2024,31-01-2024,1
INV0709,Omega Inc,East,38336,Pending,12-02-2024,,
INV0710,XYZ Corp,South,3124,Pending,13-02-2024,,
INV0711,Delta Ltd,East,8683,Pending,04-01-2024,,
INV0712,XYZ Corp,East,41259,Paid,15-01-2024,12-01-2024,-3
INV0713,Alpha Co,East,38408,Pending,10-01-2024,,
INV0714,Omega Inc,South,24547,Pending,23-02-2024,,
INV0715,XYZ Corp,South,31317,Paid,29-02-2024,28-02-2024,-1
INV0716,ABC Pvt Ltd,East,1248,Pending,10-01-2024,,
INV0717,Omega Inc,North,10902,Paid,06-02-2024,12-02-2024,6
INV0718,Alpha Co,South,41717,Pending,25-02-2024,,
INV0719,Omega Inc,South,42600,Pending,29-02-2024,,
INV0720,Omega Inc,North,7047,Pending,17-01-2024,,
INV0721,XYZ Corp,South,30587,Pending,27-02-2024,,
INV0722,Alpha Co,South,2386,Paid,10-02-2024,08-02-2024,-2
INV0723,XYZ Corp,East,30916,Paid,23-02-2024,28-02-2024,5
INV0724,Omega Inc,South,48529,Pending,17-02-2024,,
INV0725,ABC Pvt Ltd,North,35803,Pending,29-02-2024,,
INV0726,Omega Inc,West,32639,Pending,05-01-2024,,
INV0727,Delta Ltd,East,7290,Pending,12-02-2024,,
INV0728,Delta Ltd,West,10690,Pending,28-01-2024,,
INV0729,Alpha Co,East,42902,Paid,19-01-2024,27-01-2024,8
INV0730,XYZ Corp,West,14974,Pending,02-02-2024,,
INV0731,ABC Pvt Ltd,West,16045,Paid,09-02-2024,08-02-2024,-1
INV0732,Alpha Co,South,29050,Pending,24-01-2024,,
INV0733,Alpha Co,West,23821,Pending,17-01-2024,,
INV0734,ABC Pvt Ltd,West,41786,Paid,13-01-2024,10-01-2024,-3
INV0735,XYZ Corp,East,40816,Paid,17-01-2024,26-01-2024,9
INV0736,ABC Pvt Ltd,West,16534,Pending,07-01-2024,,
INV0737,ABC Pvt Ltd,West,19796,Paid,14-01-2024,22-01-2024,8
INV0738,ABC Pvt Ltd,South,22229,Paid,27-02-2024,01-03-2024,3
INV0739,XYZ Corp,South,34858,Paid,03-02-2024,30-01-2024,-4
INV0740,ABC Pvt Ltd,East,5692,Paid,03-02-2024,30-01-2024,-4
INV0741,Delta Ltd,North,30364,Paid,17-01-2024,16-01-2024,-1
INV0742,Alpha Co,East,5849,Paid,05-01-2024,11-01-2024,6
INV0743,Omega Inc,East,25776,Paid,21-02-2024,29-02-2024,8
INV0744,Alpha Co,West,39031,Paid,22-02-2024,26-02-2024,4
INV0745,Omega Inc,North,22019,Pending,03-01-2024,,
INV0746,Omega Inc,West,38996,Pending,04-02-2024,,
INV0747,ABC Pvt Ltd,West,26699,Paid,09-02-2024,06-02-2024,-3
INV0748,Alpha Co,East,47820,Paid,18-02-2024,25-02-2024,7
INV0749,Omega Inc,South,8064,Paid,28-02-2024,25-02-2024,-3
INV0750,XYZ Corp,West,47123,Paid,18-02-2024,17-02-2024,-1
INV0751,Omega Inc,North,42046,Pending,03-01-2024,,
INV0752,ABC Pvt Ltd,East,28309,Pending,07-02-2024,,
INV0753,Alpha Co,South,23770,Pending,23-02-2024,,
INV0754,Delta Ltd,East,30308,Paid,05-01-2024,09-01-2024,4
INV0755,XYZ Corp,North,49824,Pending,25-01-2024,,
INV0756,ABC Pvt Ltd,East,38270,Pending,09-01-2024,,
INV0757,Omega Inc,East,13950,Paid,04-01-2024,10-01-2024,6
INV0758,Alpha Co,East,17949,Paid,10-02-2024,08-02-2024,-2
INV0759,Delta Ltd,South,17240,Pending,15-01-2024,,
INV0760,Omega Inc,North,27796,Paid,05-02-2024,03-02-2024,-2
INV0761,Omega Inc,South,22991,Paid,19-02-2024,18-02-2024,-1
INV0762,Omega Inc,North,46786,Pending,28-01-2024,,
INV0763,Omega Inc,South,12961,Paid,15-01-2024,13-01-2024,-2
INV0764,Omega Inc,West,24842,Paid,12-01-2024,09-01-2024,-3
INV0765,XYZ Corp,North,19783,Paid,11-02-2024,20-02-2024,9
INV0766,XYZ Corp,West,24171,Pending,11-01-2024,,
INV0767,ABC Pvt Ltd,West,36926,Pending,06-01-2024,,
INV0768,Alpha Co,North,22833,Pending,15-01-2024,,
INV0769,ABC Pvt Ltd,North,36367,Pending,26-01-2024,,
INV0770,Delta Ltd,South,30764,Paid,29-02-2024,03-03-2024,3
INV0771,Delta Ltd,North,29435,Pending,28-02-2024,,
INV0772,Alpha Co,South,10292,Paid,01-02-2024,29-01-2024,-3
INV0773,Alpha Co,East,9793,Pending,23-02-2024,,
INV0774,Omega Inc,East,41351,Pending,11-02-2024,,
INV0775,ABC Pvt Ltd,South,45649,Pending,28-01-2024,,
INV0776,XYZ Corp,South,24556,Paid,05-01-2024,11-01-2024,6
INV0777,Omega Inc,East,45657,Pending,13-02-2024,,
INV0778,ABC Pvt Ltd,North,11295,Paid,22-01-2024,24-01-2024,2
INV0779,ABC Pvt Ltd,West,44279,Pending,19-02-2024,,
INV0780,XYZ Corp,South,14128,Pending,26-01-2024,,
INV0781,Alpha Co,South,13088,Paid,16-01-2024,21-01-2024,5
INV0782,Alpha Co,North,45582,Paid,03-02-2024,12-02-2024,9
INV0783,Delta Ltd,East,26337,Pending,28-02-2024,,
INV0784,Omega Inc,North,7811,Pending,02-02-2024,,
INV0785,Omega Inc,North,4303,Pending,03-01-2024,,
INV0786,Omega Inc,North,11440,Pending,02-02-2024,,
INV0787,XYZ Corp,North,6762,Paid,18-01-2024,26-01-2024,8
INV0788,ABC Pvt Ltd,North,23588,Paid,27-01-2024,30-01-2024,3
INV0789,Alpha Co,West,41473,Pending,12-01-2024,,
INV0790,Alpha Co,South,30001,Paid,14-02-2024,18-02-2024,4
INV0791,ABC Pvt Ltd,North,2446,Paid,07-02-2024,06-02-2024,-1
INV0792,ABC Pvt Ltd,South,26473,Paid,22-02-2024,20-02-2024,-2
